,source,target,label
3592,[ 0.525  0.275  0.168  0.175 -0.088  0.044  0.063 -0.124  0.064  0.03 ],[ 0.716  0.515  0.17   0.003 -0.054  0.025  0.063 -0.157 -0.055  0.029],0
3593,[ 0.711  0.555  0.349  0.186 -0.068 -0.094  0.003 -0.084  0.119  0.159],[ 0.744  0.508  0.172 -0.     0.003 -0.103  0.046 -0.107  0.035  0.183],1
3594,[ 0.716  0.483  0.249  0.105 -0.09  -0.112  0.038 -0.135 -0.097  0.046],[ 0.711  0.555  0.399  0.186 -0.076  0.025  0.093 -0.084 -0.074  0.159],0
3595,[ 0.439  0.283  0.15   0.175  0.005 -0.023  0.063 -0.139  0.112  0.008],[ 0.744  0.564  0.282  0.123 -0.088 -0.102  0.085 -0.084 -0.068  0.107],0
3596,[ 0.745  0.537  0.279  0.225 -0.083 -0.082  0.079 -0.082 -0.094  0.031],[ 0.762  0.65   0.396  0.237 -0.034 -0.082  0.039 -0.054  0.064  0.031],0
3597,[ 0.716  0.515  0.416  0.212 -0.034  0.025  0.038 -0.137 -0.039  0.029],[ 0.711  0.558  0.39   0.132 -0.078 -0.05   0.089  0.137 -0.069  0.182],1
3598,[-0.51   0.305  0.125  0.179 -0.006 -0.028  0.023 -0.135  0.033  0.017],[ 0.744  0.525  0.165 -0.005  0.006 -0.058  0.063 -0.081  0.167  0.091],0
3599,[ 0.689  0.63   0.311  0.197  0.006 -0.051  0.06  -0.122  0.122  0.012],[ 0.686  0.491  0.388  0.201 -0.076  0.011  0.063 -0.07  -0.047  0.012],0
3600,[ 0.707  0.491  0.388  0.201 -0.076  0.011  0.063 -0.11  -0.047  0.013],[ 0.683  0.512  0.311  0.201 -0.085 -0.12   0.046 -0.142  0.117  0.012],1
3601,[-0.56   0.272  0.133  0.172 -0.012 -0.01   0.069 -0.049  0.03   0.015],[-0.513  0.27   0.14   0.172 -0.003 -0.01   0.069  0.042  0.032  0.092],1
3602,[ 0.744  0.508  0.172 -0.     0.003 -0.103  0.046 -0.107  0.035  0.183],[ 0.762  0.497  0.331  0.166 -0.034 -0.082  0.039 -0.054  0.037  0.031],0
3603,[-0.702  0.509  0.276 -0.001  0.004 -0.102  0.123 -0.084  0.044  0.041],[ 0.521  0.275  0.136  0.168 -0.07  -0.017 -0.128 -0.013  0.024  0.01 ],0
3604,[ 0.711  0.507  0.32   0.167 -0.076 -0.019  0.061 -0.107  0.037  0.032],[ 0.744  0.525  0.289  0.223 -0.078 -0.102  0.082 -0.084  0.062  0.107],1
3605,[ 0.683  0.512  0.311  0.201 -0.088 -0.123  0.058 -0.081  0.118  0.012],[ 0.744  0.564  0.282  0.123 -0.088 -0.102  0.085 -0.084 -0.068  0.107],0
3606,[ 0.439  0.283 -0.036 -0.062 -0.002 -0.023  0.059 -0.068 -0.024  0.008],[ 0.706  0.527  0.239  0.186 -0.1   -0.064  0.041 -0.081 -0.053  0.021],1
3607,[ 0.644  0.499  0.32   0.223 -0.078 -0.103  0.067 -0.084 -0.026 -0.07 ],[ 0.71   0.525  0.289  0.126 -0.089 -0.102  0.075 -0.016 -0.095  0.114],0
3608,[ 0.711  0.555  0.406  0.132 -0.078 -0.087  0.093  0.137 -0.069  0.158],[ 0.699  0.547  0.175  0.185 -0.076 -0.08   0.034  0.016  0.059  0.033],0
3609,[ 0.439  0.227  0.081  0.175 -0.082 -0.027  0.057 -0.112  0.061  0.025],[-0.406  0.272  0.133  0.172 -0.012 -0.01   0.067 -0.063 -0.027 -0.027],1
3610,[ 0.711  0.558  0.39   0.132 -0.078 -0.05   0.089  0.137 -0.069  0.182],[ 0.711  0.507  0.165  0.167 -0.081 -0.019  0.06  -0.107  0.037  0.032],0
3611,[-0.56   0.272  0.132  0.127 -0.012 -0.01   0.066  0.003 -0.024  0.074],[-0.536  0.272  0.132  0.127 -0.011 -0.01   0.066 -0.011 -0.024  0.074],0
3612,[ 0.711  0.507  0.1    0.033 -0.111 -0.01   0.068 -0.141  0.037 -0.018],[ 0.758  0.512  0.313  0.201 -0.088 -0.123  0.058 -0.081  0.118  0.012],0
3613,[ 0.687  0.507  0.338  0.167 -0.077 -0.019  0.06  -0.107  0.06   0.032],[ 0.716  0.515  0.416  0.212 -0.034  0.025  0.038 -0.137 -0.039  0.029],1
3614,[ 0.744  0.525  0.165 -0.005  0.006 -0.058  0.063 -0.081  0.167  0.091],[ 0.746  0.521  0.325  0.187 -0.089 -0.1    0.061  0.189 -0.067  0.016],1
3615,[ 0.744  0.508  0.172 -0.     0.003 -0.103  0.046 -0.027  0.061  0.183],[ 0.532  0.275  0.168  0.175 -0.089 -0.084  0.064 -0.124  0.026  0.025],1
3616,[ 0.716  0.511  0.286  0.197 -0.004 -0.051  0.06  -0.234  0.1    0.006],[ 0.439  0.272  0.081  0.175 -0.082 -0.027  0.061 -0.124  0.061  0.025],0
3617,[-0.56   0.28   0.133  0.172 -0.012 -0.021  0.055 -0.049  0.03   0.009],[ 0.703  0.564  0.282  0.163 -0.077 -0.102  0.087 -0.084 -0.084  0.098],1
3618,[ 0.439  0.283  0.15   0.175  0.005 -0.023  0.063 -0.139  0.112  0.008],[-0.586  0.272  0.133  0.172 -0.012 -0.01   0.067 -0.067 -0.027 -0.027],0
3619,[ 0.777  0.65   0.396  0.167  0.015 -0.025  0.044 -0.054 -0.06   0.031],[ 0.492  0.276  0.     0.167 -0.002 -0.087  0.08  -0.053 -0.074  0.052],1
3620,[ 0.716  0.483  0.249  0.105 -0.09  -0.112  0.038 -0.135 -0.097  0.046],[ 0.525  0.275  0.168  0.175 -0.088  0.04   0.063 -0.047  0.064  0.031],0
3621,[ 0.689  0.63   0.311  0.197  0.006 -0.051  0.06  -0.122  0.122  0.012],[-0.51   0.305  0.125  0.179 -0.006 -0.028  0.023 -0.135  0.033  0.017],1
3622,[-0.556  0.32   0.107 -0.013 -0.004 -0.036  0.02  -0.075  0.032  0.019],[ 0.525  0.275  0.168  0.175 -0.088  0.023  0.063 -0.112 -0.064  0.03 ],1
3623,[-0.556  0.305  0.104 -0.013 -0.004 -0.036  0.023 -0.075  0.032  0.019],[ 0.525  0.275  0.168  0.175 -0.088  0.044  0.063 -0.124  0.064  0.03 ],1
3624,[ 0.744  0.525  0.289  0.172 -0.014 -0.102  0.061 -0.122 -0.105  0.001],[ 0.762  0.537  0.301  0.237 -0.083 -0.082  0.039 -0.054 -0.103  0.031],1
3625,[ 0.95   0.733  0.515  0.229 -0.09  -0.053  0.084  0.156 -0.044  0.036],[ 0.439  0.295  0.103  0.175 -0.061 -0.023  0.06  -0.145  0.072  0.008],1
3626,[ 0.689  0.513  0.311  0.197  0.006 -0.051  0.06  -0.104  0.117  0.012],[ 0.538  0.305  0.125  0.178 -0.006 -0.022  0.023 -0.135  0.033  0.017],1
3627,[ 0.528  0.305  0.14   0.178 -0.006 -0.121  0.023 -0.135  0.033  0.012],[-0.702  0.509  0.276  0.023  0.004 -0.102  0.088 -0.084  0.044  0.041],0
3628,[ 0.744  0.509  0.29   0.216 -0.087 -0.102  0.08  -0.016  0.153  0.107],[ 0.686  0.516  0.282  0.155 -0.077 -0.12   0.06  -0.084 -0.084  0.027],0
3629,[ 0.439  0.275 -0.046  0.168 -0.002 -0.017  0.059 -0.012  0.059  0.01 ],[ 0.744  0.55   0.172 -0.     0.003 -0.013  0.062 -0.096  0.193  0.005],1
3630,[ 0.686  0.518  0.381  0.198 -0.076 -0.043  0.063 -0.07   0.119  0.012],[ 0.686  0.491  0.388  0.201 -0.076  0.011  0.063 -0.07  -0.047  0.012],0
3631,[ 0.703  0.564  0.403  0.214 -0.077  0.043  0.128 -0.084 -0.089  0.03 ],[-0.56   0.272  0.133  0.172 -0.012 -0.01   0.068 -0.079  0.029 -0.027],1
3632,[ 0.745  0.537  0.279  0.225 -0.083 -0.082  0.079 -0.082 -0.094  0.031],[ 0.683  0.512  0.311  0.201 -0.088 -0.101  0.081 -0.081  0.108  0.012],0
3633,[ 0.7    0.509  0.289  0.184 -0.087 -0.102  0.08  -0.016  0.153  0.107],[ 0.711  0.555  0.349  0.186 -0.068 -0.094  0.003 -0.084  0.119  0.159],0
3634,[-0.667  0.515  0.276  0.176 -0.007 -0.129  0.082 -0.113  0.064  0.003],[ 0.439  0.283  0.103  0.175 -0.002 -0.023  0.06  -0.139  0.062  0.008],0
3635,[ 0.744  0.526  0.172 -0.     0.003 -0.058  0.063 -0.107  0.167  0.183],[ 0.71   0.525  0.32   0.152 -0.088 -0.12   0.066 -0.108  0.027  0.155],0
3636,[-0.56   0.272  0.132  0.172 -0.012 -0.01   0.066  0.003 -0.024  0.092],[ 0.704  0.507  0.32   0.167 -0.081 -0.019  0.061 -0.107 -0.104  0.032],0
3637,[ 0.492  0.276 -0.001  0.168 -0.002 -0.087  0.08  -0.053 -0.074  0.052],[ 0.686  0.556  0.311  0.184 -0.088 -0.098  0.093 -0.071 -0.047  0.012],0
3638,[ 0.762  0.65   0.396  0.174 -0.096 -0.082  0.039 -0.054 -0.049  0.031],[ 0.795  0.794  0.505  0.193  0.004 -0.127  0.063 -0.124  0.064  0.02 ],1
3639,[ 0.711  0.555  0.399  0.09  -0.076  0.025  0.063 -0.157 -0.08   0.029],[ 0.711  0.555  0.399  0.09  -0.076  0.025  0.063 -0.082 -0.08   0.029],0
3640,[ 0.712  0.509  0.277  0.186 -0.075 -0.019  0.077 -0.016  0.153  0.107],[ 0.7    0.509  0.29   0.186 -0.087 -0.102  0.08  -0.016  0.153  0.107],1
3641,[ 0.744  0.525  0.289  0.223 -0.087 -0.102  0.061 -0.016 -0.1    0.107],[ 0.711  0.555  0.399  0.186 -0.076  0.025  0.093 -0.084 -0.074  0.159],0
3642,[ 0.716  0.515  0.17   0.003 -0.054  0.025  0.063 -0.157 -0.055  0.029],[ 0.762  0.542  0.285  0.172 -0.092 -0.102  0.038 -0.076 -0.11   0.029],1
3643,[ 0.745  0.537  0.303  0.225 -0.083 -0.082  0.079 -0.082 -0.1    0.031],[ 0.682  0.512  0.318  0.185 -0.088 -0.066  0.06  -0.076 -0.124  0.012],0
3644,[ 0.762  0.65   0.396  0.237 -0.034 -0.082  0.039 -0.054  0.064  0.031],[ 0.762  0.542  0.285  0.237 -0.083 -0.102  0.038 -0.076 -0.11   0.029],1
3645,[ 0.757  0.525  0.324  0.176 -0.085 -0.031  0.06  -0.146  0.122  0.164],[-0.56   0.272  0.133  0.172 -0.012 -0.01   0.069  0.003 -0.024  0.074],0
3646,[ 0.711  0.507  0.175  0.156 -0.076 -0.019  0.066 -0.107  0.037  0.033],[ 0.459  0.275  0.168  0.175 -0.088  0.04   0.062 -0.047 -0.113  0.031],1
3647,[ 0.684  0.557  0.349  0.186 -0.068 -0.122  0.003 -0.084  0.075  0.159],[ 0.691  0.528  0.289  0.19   0.005 -0.102  0.075 -0.016 -0.095  0.108],0
3648,[-0.395  0.256  0.133  0.172 -0.031 -0.082  0.04  -0.076  0.029 -0.034],[-0.562  0.272  0.126  0.134 -0.084  0.04   0.063 -0.047  0.064  0.033],0
3649,[-0.56   0.272  0.14   0.172 -0.012 -0.01   0.069  0.003  0.03   0.092],[ 0.703  0.564  0.282  0.193 -0.077 -0.102 -0.054 -0.084 -0.084  0.099],1
3650,[ 0.525  0.275  0.168  0.175 -0.088  0.04   0.063 -0.047  0.064  0.031],[ 0.683  0.512  0.311  0.201 -0.088 -0.123  0.058 -0.081  0.118  0.012],1
3651,[ 0.684  0.557  0.349  0.186 -0.068 -0.122  0.003 -0.084  0.075  0.159],[ 0.744  0.525  0.289  0.172 -0.014 -0.102  0.061 -0.122 -0.105  0.001],0
3652,[ 0.538  0.305  0.125  0.178 -0.006 -0.022  0.023 -0.135  0.033  0.017],[ 0.716  0.511  0.286  0.197 -0.004 -0.051  0.06  -0.234  0.1    0.006],1
3653,[ 0.703  0.564  0.282  0.163 -0.077 -0.102  0.087 -0.084 -0.084  0.098],[ 0.439  0.272  0.081  0.175 -0.082 -0.027  0.061 -0.124  0.061  0.025],1
3654,[-0.406  0.272  0.133  0.172 -0.012 -0.01   0.067 -0.063 -0.027 -0.027],[ 0.686  0.556  0.311  0.184 -0.088 -0.098  0.093 -0.071 -0.047  0.012],0
3655,[ 0.716  0.483  0.249  0.105 -0.09  -0.112  0.038 -0.135 -0.097  0.046],[ 0.439  0.283  0.103  0.175 -0.002 -0.023  0.06  -0.139  0.062  0.008],1
3656,[-0.56   0.272  0.132  0.127 -0.012 -0.01   0.066  0.003 -0.024  0.074],[ 0.492  0.276 -0.001  0.168 -0.002 -0.087  0.08  -0.053 -0.074  0.052],1
3657,[ 0.95   0.733  0.515  0.229 -0.09  -0.053  0.084  0.156 -0.044  0.036],[ 0.7    0.509  0.29   0.186 -0.087 -0.102  0.08  -0.016  0.153  0.107],0
3658,[ 0.777  0.65   0.396  0.167  0.015 -0.025  0.044 -0.054 -0.06   0.031],[ 0.744  0.525  0.289  0.223 -0.087 -0.102  0.061 -0.016 -0.1    0.107],1
3659,[-0.536  0.272  0.132  0.127 -0.011 -0.01   0.066 -0.011 -0.024  0.074],[-0.395  0.256  0.133  0.172 -0.031 -0.082  0.04  -0.076  0.029 -0.034],1
3660,[ 0.71   0.525  0.32   0.152 -0.088 -0.12   0.066 -0.108  0.027  0.155],[ 0.716  0.515  0.416  0.212 -0.034  0.025  0.038 -0.137 -0.039  0.029],0
3661,[ 0.704  0.507  0.32   0.167 -0.081 -0.019  0.061 -0.107 -0.104  0.032],[ 0.689  0.513  0.311  0.197  0.006 -0.051  0.06  -0.104  0.117  0.012],0
3662,[-0.56   0.272  0.133  0.172 -0.012 -0.01   0.068 -0.079  0.029 -0.027],[ 0.521  0.275  0.136  0.168 -0.07  -0.017 -0.128 -0.013  0.024  0.01 ],0
3663,[ 0.525  0.275  0.168  0.175 -0.088  0.023  0.063 -0.112 -0.064  0.03 ],[-0.56   0.28   0.133  0.172 -0.012 -0.021  0.055 -0.049  0.03   0.009],0
3664,[ 0.703  0.564  0.403  0.214 -0.077  0.043  0.128 -0.084 -0.089  0.03 ],[-0.56   0.272  0.133  0.172 -0.012 -0.01   0.069 -0.049  0.03   0.015],1
3665,[ 0.439  0.227  0.081  0.175 -0.082 -0.027  0.057 -0.112  0.061  0.025],[ 0.711  0.507  0.165  0.167 -0.081 -0.019  0.06  -0.107  0.037  0.032],0
3666,[ 0.528  0.305  0.14   0.178 -0.006 -0.121  0.023 -0.135  0.033  0.012],[-0.513  0.27   0.14   0.172 -0.003 -0.01   0.069  0.042  0.032  0.092],0
3667,[ 0.744  0.525  0.165 -0.005  0.006 -0.058  0.063 -0.081  0.167  0.091],[ 0.762  0.537  0.301  0.237 -0.083 -0.082  0.039 -0.054 -0.103  0.031],1
3668,[ 0.757  0.525  0.324  0.176 -0.085 -0.031  0.06  -0.146  0.122  0.164],[ 0.762  0.65   0.396  0.174 -0.096 -0.082  0.039 -0.054 -0.049  0.031],0
3669,[-0.702  0.509  0.276 -0.001  0.004 -0.102  0.123 -0.084  0.044  0.041],[ 0.711  0.507  0.1    0.033 -0.111 -0.01   0.068 -0.141  0.037 -0.018],0
3670,[ 0.762  0.65   0.396  0.237 -0.034 -0.082  0.039 -0.054  0.064  0.031],[ 0.716  0.515  0.17   0.003 -0.054  0.025  0.063 -0.157 -0.055  0.029],1
3671,[-0.667  0.515  0.276  0.176 -0.007 -0.129  0.082 -0.113  0.064  0.003],[ 0.439  0.275 -0.046  0.168 -0.002 -0.017  0.059 -0.012  0.059  0.01 ],0
3672,[ 0.745  0.537  0.279  0.225 -0.083 -0.082  0.079 -0.082 -0.094  0.031],[ 0.744  0.564  0.282  0.123 -0.088 -0.102  0.085 -0.084 -0.068  0.107],0
3673,[ 0.683  0.512  0.311  0.201 -0.085 -0.12   0.046 -0.142  0.117  0.012],[ 0.689  0.63   0.311  0.197  0.006 -0.051  0.06  -0.122  0.122  0.012],0
3674,[-0.586  0.272  0.133  0.172 -0.012 -0.01   0.067 -0.067 -0.027 -0.027],[ 0.712  0.509  0.277  0.186 -0.075 -0.019  0.077 -0.016  0.153  0.107],0
3675,[-0.56   0.272  0.132  0.172 -0.012 -0.01   0.066  0.003 -0.024  0.092],[ 0.711  0.555  0.349  0.186 -0.068 -0.094  0.003 -0.084  0.119  0.159],0
3676,[ 0.459  0.275  0.168  0.175 -0.088  0.04   0.062 -0.047 -0.113  0.031],[ 0.711  0.555  0.399  0.09  -0.076  0.025  0.063 -0.157 -0.08   0.029],0
3677,[ 0.683  0.512  0.311  0.201 -0.088 -0.101  0.081 -0.081  0.108  0.012],[ 0.744  0.509  0.29   0.216 -0.087 -0.102  0.08  -0.016  0.153  0.107],1
3678,[ 0.711  0.555  0.406  0.132 -0.078 -0.087  0.093  0.137 -0.069  0.158],[ 0.707  0.491  0.388  0.201 -0.076  0.011  0.063 -0.11  -0.047  0.013],0
3679,[-0.56   0.272  0.133  0.172 -0.012 -0.01   0.069  0.003 -0.024  0.074],[ 0.744  0.508  0.172 -0.     0.003 -0.103  0.046 -0.107  0.035  0.183],1
3680,[ 0.706  0.527  0.239  0.186 -0.1   -0.064  0.041 -0.081 -0.053  0.021],[ 0.746  0.521  0.325  0.187 -0.089 -0.1    0.061  0.189 -0.067  0.016],1
3681,[ 0.762  0.542  0.285  0.172 -0.092 -0.102  0.038 -0.076 -0.11   0.029],[ 0.744  0.526  0.172 -0.     0.003 -0.058  0.063 -0.107  0.167  0.183],1
3682,[ 0.644  0.499  0.32   0.223 -0.078 -0.103  0.067 -0.084 -0.026 -0.07 ],[ 0.744  0.508  0.172 -0.     0.003 -0.103  0.046 -0.027  0.061  0.183],0
3683,[ 0.711  0.507  0.175  0.156 -0.076 -0.019  0.066 -0.107  0.037  0.033],[ 0.532  0.275  0.168  0.175 -0.089 -0.084  0.064 -0.124  0.026  0.025],1
3684,[ 0.492  0.276  0.     0.167 -0.002 -0.087  0.08  -0.053 -0.074  0.052],[ 0.762  0.542  0.285  0.237 -0.083 -0.102  0.038 -0.076 -0.11   0.029],1
3685,[-0.556  0.305  0.104 -0.013 -0.004 -0.036  0.023 -0.075  0.032  0.019],[ 0.795  0.794  0.505  0.193  0.004 -0.127  0.063 -0.124  0.064  0.02 ],1
3686,[ 0.439  0.283  0.15   0.175  0.005 -0.023  0.063 -0.139  0.112  0.008],[-0.562  0.272  0.126  0.134 -0.084  0.04   0.063 -0.047  0.064  0.033],0
3687,[ 0.7    0.509  0.289  0.184 -0.087 -0.102  0.08  -0.016  0.153  0.107],[ 0.686  0.518  0.381  0.198 -0.076 -0.043  0.063 -0.07   0.119  0.012],0
3688,[ 0.758  0.512  0.313  0.201 -0.088 -0.123  0.058 -0.081  0.118  0.012],[-0.556  0.32   0.107 -0.013 -0.004 -0.036  0.02  -0.075  0.032  0.019],0
3689,[ 0.699  0.547  0.175  0.185 -0.076 -0.08   0.034  0.016  0.059  0.033],[ 0.687  0.507  0.338  0.167 -0.077 -0.019  0.06  -0.107  0.06   0.032],0
3690,[ 0.439  0.283 -0.036 -0.062 -0.002 -0.023  0.059 -0.068 -0.024  0.008],[ 0.703  0.564  0.282  0.193 -0.077 -0.102 -0.054 -0.084 -0.084  0.099],1
3691,[ 0.745  0.537  0.303  0.225 -0.083 -0.082  0.079 -0.082 -0.1    0.031],[ 0.711  0.555  0.399  0.09  -0.076  0.025  0.063 -0.082 -0.08   0.029],0
3692,[ 0.744  0.55   0.172 -0.     0.003 -0.013  0.062 -0.096  0.193  0.005],[-0.56   0.272  0.14   0.172 -0.012 -0.01   0.069  0.003  0.03   0.092],1
3693,[ 0.711  0.558  0.39   0.132 -0.078 -0.05   0.089  0.137 -0.069  0.182],[ 0.762  0.497  0.331  0.166 -0.034 -0.082  0.039 -0.054  0.037  0.031],0
3694,[ 0.71   0.525  0.289  0.126 -0.089 -0.102  0.075 -0.016 -0.095  0.114],[-0.702  0.509  0.276  0.023  0.004 -0.102  0.088 -0.084  0.044  0.041],1
3695,[ 0.686  0.516  0.282  0.155 -0.077 -0.12   0.06  -0.084 -0.084  0.027],[ 0.711  0.555  0.399  0.186 -0.076  0.025  0.093 -0.084 -0.074  0.159],1
3696,[ 0.686  0.491  0.388  0.201 -0.076  0.011  0.063 -0.07  -0.047  0.012],[ 0.744  0.525  0.289  0.223 -0.078 -0.102  0.082 -0.084  0.062  0.107],1
3697,[ 0.682  0.512  0.318  0.185 -0.088 -0.066  0.06  -0.076 -0.124  0.012],[ 0.439  0.295  0.103  0.175 -0.061 -0.023  0.06  -0.145  0.072  0.008],1
3698,[ 0.691  0.528  0.289  0.19   0.005 -0.102  0.075 -0.016 -0.095  0.108],[ 0.711  0.507  0.32   0.167 -0.076 -0.019  0.061 -0.107  0.037  0.032],0
3699,[-0.51   0.305  0.125  0.179 -0.006 -0.028  0.023 -0.135  0.033  0.017],[ 0.525  0.275  0.168  0.175 -0.088  0.044  0.063 -0.124  0.064  0.03 ],0
3700,[ 0.492  0.276 -0.001  0.168 -0.002 -0.087  0.08  -0.053 -0.074  0.052],[ 0.762  0.65   0.396  0.237 -0.034 -0.082  0.039 -0.054  0.064  0.031],0
3701,[-0.536  0.272  0.132  0.127 -0.011 -0.01   0.066 -0.011 -0.024  0.074],[ 0.762  0.542  0.285  0.172 -0.092 -0.102  0.038 -0.076 -0.11   0.029],1
3702,[ 0.711  0.555  0.399  0.09  -0.076  0.025  0.063 -0.082 -0.08   0.029],[ 0.532  0.275  0.168  0.175 -0.089 -0.084  0.064 -0.124  0.026  0.025],1
3703,[ 0.745  0.537  0.279  0.225 -0.083 -0.082  0.079 -0.082 -0.094  0.031],[ 0.439  0.283  0.15   0.175  0.005 -0.023  0.063 -0.139  0.112  0.008],1
3704,[-0.702  0.509  0.276  0.023  0.004 -0.102  0.088 -0.084  0.044  0.041],[ 0.744  0.508  0.172 -0.     0.003 -0.103  0.046 -0.027  0.061  0.183],1
3705,[-0.56   0.272  0.132  0.127 -0.012 -0.01   0.066  0.003 -0.024  0.074],[ 0.744  0.55   0.172 -0.     0.003 -0.013  0.062 -0.096  0.193  0.005],1
3706,[ 0.777  0.65   0.396  0.167  0.015 -0.025  0.044 -0.054 -0.06   0.031],[ 0.711  0.558  0.39   0.132 -0.078 -0.05   0.089  0.137 -0.069  0.182],1
3707,[ 0.682  0.512  0.318  0.185 -0.088 -0.066  0.06  -0.076 -0.124  0.012],[-0.667  0.515  0.276  0.176 -0.007 -0.129  0.082 -0.113  0.064  0.003],1
3708,[ 0.762  0.65   0.396  0.174 -0.096 -0.082  0.039 -0.054 -0.049  0.031],[ 0.525  0.275  0.168  0.175 -0.088  0.023  0.063 -0.112 -0.064  0.03 ],1
3709,[ 0.703  0.564  0.282  0.193 -0.077 -0.102 -0.054 -0.084 -0.084  0.099],[ 0.521  0.275  0.136  0.168 -0.07  -0.017 -0.128 -0.013  0.024  0.01 ],0
3710,[ 0.711  0.555  0.399  0.186 -0.076  0.025  0.093 -0.084 -0.074  0.159],[-0.395  0.256  0.133  0.172 -0.031 -0.082  0.04  -0.076  0.029 -0.034],1
3711,[ 0.746  0.521  0.325  0.187 -0.089 -0.1    0.061  0.189 -0.067  0.016],[-0.56   0.272  0.14   0.172 -0.012 -0.01   0.069  0.003  0.03   0.092],0
3712,[ 0.439  0.272  0.081  0.175 -0.082 -0.027  0.061 -0.124  0.061  0.025],[ 0.492  0.276  0.     0.167 -0.002 -0.087  0.08  -0.053 -0.074  0.052],0
3713,[ 0.795  0.794  0.505  0.193  0.004 -0.127  0.063 -0.124  0.064  0.02 ],[ 0.683  0.512  0.311  0.201 -0.088 -0.101  0.081 -0.081  0.108  0.012],0
3714,[-0.56   0.272  0.133  0.172 -0.012 -0.01   0.068 -0.079  0.029 -0.027],[ 0.686  0.516  0.282  0.155 -0.077 -0.12   0.06  -0.084 -0.084  0.027],0
3715,[-0.56   0.272  0.133  0.172 -0.012 -0.01   0.069 -0.049  0.03   0.015],[ 0.686  0.491  0.388  0.201 -0.076  0.011  0.063 -0.07  -0.047  0.012],0
3716,[ 0.706  0.527  0.239  0.186 -0.1   -0.064  0.041 -0.081 -0.053  0.021],[ 0.745  0.537  0.303  0.225 -0.083 -0.082  0.079 -0.082 -0.1    0.031],1
3717,[ 0.744  0.525  0.289  0.223 -0.078 -0.102  0.082 -0.084  0.062  0.107],[ 0.757  0.525  0.324  0.176 -0.085 -0.031  0.06  -0.146  0.122  0.164],1
3718,[ 0.95   0.733  0.515  0.229 -0.09  -0.053  0.084  0.156 -0.044  0.036],[-0.56   0.272  0.132  0.172 -0.012 -0.01   0.066  0.003 -0.024  0.092],0
3719,[ 0.525  0.275  0.168  0.175 -0.088  0.044  0.063 -0.124  0.064  0.03 ],[ 0.439  0.283 -0.036 -0.062 -0.002 -0.023  0.059 -0.068 -0.024  0.008],0
3720,[ 0.716  0.483  0.249  0.105 -0.09  -0.112  0.038 -0.135 -0.097  0.046],[ 0.459  0.275  0.168  0.175 -0.088  0.04   0.062 -0.047 -0.113  0.031],1
3721,[ 0.711  0.507  0.32   0.167 -0.076 -0.019  0.061 -0.107  0.037  0.032],[ 0.744  0.525  0.289  0.223 -0.087 -0.102  0.061 -0.016 -0.1    0.107],1
3722,[ 0.744  0.526  0.172 -0.     0.003 -0.058  0.063 -0.107  0.167  0.183],[-0.56   0.272  0.133  0.172 -0.012 -0.01   0.069  0.003 -0.024  0.074],0
3723,[ 0.71   0.525  0.289  0.126 -0.089 -0.102  0.075 -0.016 -0.095  0.114],[-0.56   0.28   0.133  0.172 -0.012 -0.021  0.055 -0.049  0.03   0.009],1
3724,[ 0.7    0.509  0.289  0.184 -0.087 -0.102  0.08  -0.016  0.153  0.107],[-0.586  0.272  0.133  0.172 -0.012 -0.01   0.067 -0.067 -0.027 -0.027],1
3725,[-0.562  0.272  0.126  0.134 -0.084  0.04   0.063 -0.047  0.064  0.033],[ 0.683  0.512  0.311  0.201 -0.085 -0.12   0.046 -0.142  0.117  0.012],1
3726,[ 0.703  0.564  0.403  0.214 -0.077  0.043  0.128 -0.084 -0.089  0.03 ],[ 0.7    0.509  0.29   0.186 -0.087 -0.102  0.08  -0.016  0.153  0.107],1
3727,[ 0.699  0.547  0.175  0.185 -0.076 -0.08   0.034  0.016  0.059  0.033],[ 0.744  0.525  0.165 -0.005  0.006 -0.058  0.063 -0.081  0.167  0.091],0
3728,[ 0.711  0.555  0.349  0.186 -0.068 -0.094  0.003 -0.084  0.119  0.159],[ 0.711  0.555  0.399  0.09  -0.076  0.025  0.063 -0.157 -0.08   0.029],0
3729,[ 0.71   0.525  0.32   0.152 -0.088 -0.12   0.066 -0.108  0.027  0.155],[ 0.744  0.509  0.29   0.216 -0.087 -0.102  0.08  -0.016  0.153  0.107],1
3730,[ 0.439  0.295  0.103  0.175 -0.061 -0.023  0.06  -0.145  0.072  0.008],[-0.51   0.305  0.125  0.179 -0.006 -0.028  0.023 -0.135  0.033  0.017],0
3731,[ 0.687  0.507  0.338  0.167 -0.077 -0.019  0.06  -0.107  0.06   0.032],[-0.556  0.305  0.104 -0.013 -0.004 -0.036  0.023 -0.075  0.032  0.019],1
3732,[ 0.704  0.507  0.32   0.167 -0.081 -0.019  0.061 -0.107 -0.104  0.032],[ 0.644  0.499  0.32   0.223 -0.078 -0.103  0.067 -0.084 -0.026 -0.07 ],1
3733,[ 0.689  0.63   0.311  0.197  0.006 -0.051  0.06  -0.122  0.122  0.012],[ 0.691  0.528  0.289  0.19   0.005 -0.102  0.075 -0.016 -0.095  0.108],0
3734,[-0.556  0.32   0.107 -0.013 -0.004 -0.036  0.02  -0.075  0.032  0.019],[ 0.686  0.556  0.311  0.184 -0.088 -0.098  0.093 -0.071 -0.047  0.012],1
